Geography_France,Geography_Germany,Geography_Spain,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
0.0,1.0,0.0,0.5503915800063286,0.0,1.1735494043318162,-1.3812807177995887,0.42011664380463176,1,1,0,1.1811919811820595
1.0,0.0,0.0,0.21102964193400697,1.0,-1.4556910150041034,0.8212412221981539,1.2185065415808671,1,1,1,0.8435731226173067
1.0,0.0,0.0,2.170571155319348,0.0,-0.719503697590046,1.9225021921970251,0.9830442444550859,2,0,1,-0.5601648151837954
1.0,0.0,0.0,-1.0807351545993462,0.0,-0.719503697590046,-0.2800197478007174,-1.341496212099557,2,0,0,0.6713479618349006
1.0,0.0,0.0,-1.5076743670129122,0.0,-0.9298429311369195,-1.3812807177995887,-1.341496212099557,2,0,1,-1.2511862546724335
1.0,0.0,0.0,0.9992251110052056,0.0,-1.140182164683793,0.4541542321985301,-1.341496212099557,1,0,0,0.3792098662378005
1.0,0.0,0.0,0.35334271273852896,0.0,0.22702285337088512,-0.2800197478007174,-1.341496212099557,2,1,1,-0.7270752488539137
1.0,0.0,0.0,0.1562938454707293,1.0,-0.2988252304962988,-1.7483677077992126,0.377096308359906,1,0,1,1.370884643898771
0.0,1.0,0.0,0.6379688543475729,1.0,-0.9298429311369195,0.08706724219890631,0.1008206965919873,2,1,1,0.0599786361427202
0.0,1.0,0.0,0.046822252544173944,1.0,-0.8246733143634827,0.8212412221981539,0.7503655786411574,1,1,0,1.0001356850421286
1.0,0.0,0.0,-0.21590957047955892,0.0,-0.2988252304962988,-0.6471067378003412,-1.341496212099557,2,1,1,-0.8975256570986115
0.0,1.0,0.0,-1.0369465174287242,0.0,-1.6660302485509768,0.8212412221981539,0.7567030701387885,2,1,0,-1.386912889603439
0.0,1.0,0.0,0.7255461286888172,1.0,-0.193655613722862,-0.6471067378003412,1.1054659040165389,2,1,0,-0.638960916723245
0.0,1.0,0.0,1.0649080667611388,1.0,-0.6143340808166091,-0.2800197478007174,0.2627991104643756,1,1,0,0.5700449760821343
1.0,0.0,0.0,1.0758552260537944,1.0,-0.5091644640431724,0.8212412221981539,0.9832427604175052,1,1,1,1.6066387370068664
1.0,0.0,0.0,-0.1502266147236257,1.0,-0.719503697590046,-0.6471067378003412,1.0261808162199129,1,1,1,-1.0206264578024111
1.0,0.0,0.0,0.33144839415321786,1.0,-1.3505213982306665,-1.0141937277999649,0.4402028349791304,1,1,1,-0.7261554688822132
1.0,0.0,0.0,0.7802819251520948,0.0,0.12185323659744833,-0.2800197478007174,-1.341496212099557,1,1,0,-1.2520407073929412
1.0,0.0,0.0,-1.7375647121586784,0.0,-0.2988252304962988,0.08706724219890631,0.5732999516248979,1,0,0,-0.2683887053366731
0.0,0.0,1.0,-0.6537959421857804,1.0,-0.719503697590046,1.9225021921970251,-1.341496212099557,2,1,0,-0.3750084975837279
0.0,1.0,0.0,-0.6537959421857804,0.0,-0.40399484726973556,0.8212412221981539,-0.19449710176188398,2,1,0,0.6738439133632298
0.0,1.0,0.0,-1.6828289156954008,1.0,-0.40399484726973556,0.08706724219890631,0.4070495264822879,2,1,0,1.2362384211990298
1.0,0.0,0.0,-1.6937760749880564,1.0,-0.2988252304962988,-0.6471067378003412,0.8462079751750643,1,1,0,-0.19307279613927916
1.0,0.0,0.0,-1.1683124289405906,1.0,-1.2453517814572297,0.8212412221981539,0.7400574413886221,1,0,0,-0.2520648635028246
1.0,0.0,0.0,1.5356359163453268,1.0,1.4890582546521265,-0.6471067378003412,-1.341496212099557,1,0,1,-1.5150374772212436
0.0,1.0,0.0,-0.28159252623549214,0.0,-1.3505213982306665,-1.3812807177995887,0.9950600107922486,2,1,0,-0.32917735874893544
1.0,0.0,0.0,-1.441991411256979,1.0,0.5425317036911954,-1.0141937277999649,-1.341496212099557,2,1,1,1.1852840316778595
0.0,0.0,1.0,-0.10643797755300356,1.0,-1.140182164683793,1.5554152021974013,0.8919476201477666,2,1,1,0.10262658769790883
1.0,0.0,0.0,-1.748511871451334,1.0,-0.719503697590046,-0.6471067378003412,-1.341496212099557,2,1,1,0.4376910987564752
0.0,1.0,0.0,-1.0916823138920018,1.0,0.8580405540115058,1.5554152021974013,0.4287876773802417,1,0,0,0.45577323135385883
1.0,0.0,0.0,1.3823756862481493,0.0,-0.6143340808166091,-0.6471067378003412,0.6407023244900951,1,1,1,-1.322488263480892
0.0,1.0,0.0,0.6927046508108505,1.0,-1.5608606317775402,1.5554152021974013,0.7611017659376595,1,1,0,-1.4115260145017627
0.0,1.0,0.0,0.16724100476338485,1.0,0.8580405540115058,0.8212412221981539,0.5547009976359586,3,1,1,-0.28351915518387866
0.0,0.0,1.0,1.3057455711995607,1.0,2.225245572066184,1.1883282121977776,1.0923437703460577,1,1,1,1.5495967833964326
0.0,1.0,0.0,-1.1792595882332462,1.0,-0.6143340808166091,0.8212412221981539,0.7449111240191235,1,0,1,-0.2855855410472034
